,SPODNJA_MEJA,ZGORNJA_MEJA
0,0.7656569567759719,1.0843430432240282
1,0.8546257754070564,1.1853742245929437
2,0.9084615839512078,1.2415384160487921
3,0.8452425912114739,1.184757408788526
4,0.8387199151887135,1.1712800848112863
5,0.8224931990445309,1.137506800955469
6,0.7217964575442415,1.0582035424557585
7,0.7437137176742996,1.0562862823257004
8,0.7904756183336097,1.0995243816663902
9,0.7555737581358604,1.0844262418641397
10,0.7907719644006441,1.1092280355993558
11,0.7785708531568589,1.131429146843141
12,0.6248105902971697,0.9251894097028304
13,0.8599938538473855,1.2000061461526146
14,0.719379351865437,1.030620648134563
15,0.8682395453121282,1.1917604546878717
16,0.817907572958601,1.172092427041399
17,0.7480705165777283,1.0719294834222717
18,0.8469880881934523,1.1730119118065478
19,0.7154153400991379,1.0545846599008621
20,0.6828160864632576,0.9971839135367423
21,0.6797383428375532,1.0002616571624467
22,0.8095489827835527,1.1104510172164472
23,0.7662712936877863,1.0837287063122139
24,0.7343299725659402,1.0356700274340598
25,0.7328394187094107,1.0671605812905893
26,0.7395814558618306,1.0404185441381695
27,0.8028920299688354,1.1371079700311646
28,0.7634888272324531,1.076511172767547
29,0.7662721969224946,1.1337278030775053
30,0.89204961448401,1.23795038551599
31,0.6996074393728446,1.0003925606271553
32,0.7853462194360157,1.1246537805639842
33,0.8774356210953923,1.1725643789046074
34,0.6618063176614074,0.9581936823385927
35,0.7759109192118315,1.0840890807881687
36,0.8093439128932404,1.1406560871067597
37,0.8907719644006442,1.2092280355993559
38,0.7957588200574643,1.1042411799425356
39,0.7964794321049509,1.123520567895049
40,0.8808561207828938,1.229143879217106
41,0.7370053880490282,1.0429946119509719
42,0.8293685866099658,1.1706314133900342
43,0.6813323915547154,0.9786676084452846
44,0.8393973083737165,1.1606026916262835
45,0.7644353343459853,1.0855646656540148
46,0.7382879541587504,1.0417120458412497
47,0.8818196932871974,1.2181803067128025
48,0.7579679780161264,1.0820320219838737
49,0.6953751557450613,1.0146248442549388
50,0.7740203395721761,1.085979660427824
51,0.8581592100369386,1.1618407899630614
52,0.9513497934443833,1.288650206555617
53,0.7826918205623268,1.0973081794376731
54,0.6801093340615366,0.9898906659384633
55,0.9363838619226862,1.263616138077314
56,0.8281785146953298,1.1318214853046702
57,0.7436995678062406,1.0263004321937594
58,0.725870489039576,1.014129510960424
59,0.7173122213725585,1.0226877786274415
60,0.9943380058283827,1.3156619941716174
61,0.7021754935959648,1.0278245064040352
62,0.771883608139437,1.1081163918605628
63,0.8187316670543615,1.1512683329456384
64,0.896050263877948,1.233949736122052
65,0.8682036528120816,1.2017963471879183
66,0.699372976475747,1.020627023524253
67,0.8365348989420499,1.18346510105795
68,0.7159599076553006,1.0140400923446995
69,0.8606431614386685,1.1793568385613316
70,0.7393973083737165,1.0606026916262836
71,0.8877329873247268,1.2122670126752733
72,0.8199110781795742,1.1500889218204258
73,0.8004124039548618,1.109587596045138
74,0.7877415434623379,1.092258456537662
75,0.9013375901784364,1.2286624098215635
76,0.8524745911171276,1.1675254088828724
77,0.7573297239248268,1.0526702760751732
78,0.8275488935911751,1.162451106408825
79,0.6721155004079508,0.9978844995920492
80,0.879426503493965,1.2105734965060349
81,0.8565799635920428,1.2034200364079572
82,0.7831750424552655,1.0668249575447346
83,0.7861113375857206,1.1038886624142794
84,0.8475605632677512,1.1824394367322486
85,0.9175517019636816,1.2624482980363185
86,0.6853686427751344,0.9546313572248655
87,0.7973897335772,1.1526102664228
88,0.6261329999888807,0.9338670000111193
89,0.8159638285932356,1.1340361714067644
90,0.7230780587406406,1.0469219412593596
91,0.7970362304902523,1.1329637695097476
92,0.7662712936877863,1.0837287063122139
93,0.7370053880490282,1.0429946119509719
94,0.7601093340615366,1.0698906659384635
95,0.7517320679880769,1.0682679320119233
96,0.7746479763542369,1.0853520236457632
97,0.8962422636037621,1.243757736396238
98,0.7526291390495583,1.0873708609504418
99,0.837160139457704,1.152839860542296
